   Vol_A   Vol_B
   1.00   0.02
   0.92   0.09
   0.87   0.10
   1.06   0.03
   0.92   0.09
   0.58   0.37
   0.09   0.96
   0.05   0.96
   0.07   0.96
   0.10   0.91
   0.72   0.24
   0.79   0.14
   0.13   0.91
   0.12   0.91
   0.27   0.78
   0.91   0.14
   1.03   0.07
   0.91   0.05
   1.01   0.00
   0.98   0.00
   1.07   0.01
   0.95   0.05
   0.80   0.20
   0.94   0.05
   0.86   0.06
   0.58   0.35
   0.05   0.94
   0.08   0.98
   0.29   0.73
   0.82   0.14
   0.98   0.00
   0.96   0.11
   0.90   0.18
   0.72   0.23
   0.96   0.08
   0.81   0.11
   0.80   0.18
   0.74   0.27
   0.90   0.09
   0.98   0.00
   0.97   0.01
   0.96   0.08
   0.36   0.64
   0.54   0.52
   0.76   0.26
   0.26   0.74
   0.02   1.06
   0.64   0.32
   0.94   0.07
   0.94   0.01
   1.00   0.01
   1.00   0.02
   1.02   0.00
   1.03   0.00
   0.95   0.07
   0.86   0.06
   0.72   0.17
   0.29   0.74
   0.24   0.74
   0.85   0.08
   1.03   0.00
   0.92   0.09
   0.11   0.84
   0.08   0.88
   0.09   0.89
   0.03   1.00
   0.07   0.96
   0.59   0.35
   0.88   0.10
   0.90   0.07
   1.02   0.03
   0.99   0.00
   1.05   0.00
   0.89   0.02
   0.94   0.09
   0.90   0.10
   0.88   0.09
   0.67   0.33
   0.67   0.37
   0.96   0.05
   0.95   0.10
   0.40   0.64
   0.18   0.83
   0.08   0.92
   0.08   0.90
   0.10   0.84
   0.10   0.82
   0.16   0.85
   0.40   0.56
   0.83   0.16
   1.03   0.06
   0.97   0.02
   0.70   0.21
   0.83   0.13
   0.70   0.27
   0.66   0.31
   0.92   0.07
   1.10   0.01
   0.98   0.01
   1.00   0.00
   0.66   0.30
   0.03   1.04
   0.02   0.95
   0.00   1.01
   0.04   0.99
   0.05   0.94
   0.08   0.92
   0.22   0.68
   0.53   0.57
   0.47   0.49
   0.25   0.73
   0.45   0.51
   0.09   0.94
   0.21   0.78
   0.14   0.82
   0.04   0.97
   0.48   0.46
   0.78   0.15
   0.86   0.10
   1.01   0.02
   0.68   0.27
   0.03   1.01
   0.00   0.97
   0.00   1.02
   0.14   0.91
   0.11   0.88
   0.27   0.73
   0.83   0.15
   0.73   0.24
   0.38   0.57
   0.02   0.93
   0.00   0.98
   0.05   0.96
   0.22   0.77
   0.26   0.78
   0.18   0.87
   0.03   0.93
   0.07   0.81
   0.24   0.76
   0.89   0.19
   0.67   0.24
   0.01   0.91
   0.00   0.96
   0.05   0.97
   0.84   0.28
   0.97   0.05
   0.90   0.15
   0.92   0.04
   1.05   0.01
   0.82   0.16
   0.03   1.05
   0.00   1.05
   0.80   0.19
   0.97   0.04
   0.93   0.06
   0.81   0.09
   0.35   0.55
   0.13   0.86
   0.01   0.95
   0.07   0.88
   0.21   0.84
   0.04   0.85
   0.00   0.97
   0.08   0.94
   0.92   0.09
   1.04   0.00
   1.02   0.09
   0.87   0.12
   0.90   0.10
   0.66   0.32
   0.02   1.04
   0.08   0.94
   0.80   0.18
   0.93   0.10
   0.86   0.06
   0.85   0.12
   0.91   0.08
   0.84   0.20
   0.12   0.90
   0.00   0.99
   0.04   0.94
   0.13   0.87
   0.05   0.96
   0.18   0.82
   0.99   0.07
   0.99   0.02
   0.65   0.31
   0.13   0.87
   0.04   0.94
   0.01   0.98
   0.00   0.99
   0.04   0.89
   0.06   1.04
   0.12   0.93
   0.11   0.90
   0.33   0.73
   0.76   0.23
   1.02   0.04
   0.42   0.52
   0.02   0.98
   0.08   0.92
   0.68   0.27
   0.92   0.05
   0.64   0.23
   0.84   0.14
   1.00   0.02
   0.79   0.14
   0.05   1.03
   0.00   1.00
   0.00   1.10
   0.00   1.08
   0.00   1.06
   0.14   0.95
   0.01   1.00
   0.00   0.95
   0.00   0.97
   0.14   0.82
   0.90   0.09
   1.04   0.07
   0.12   0.83
   0.07   0.93
   0.51   0.34
   0.97   0.07
   0.25   0.67
   0.24   0.78
   0.79   0.13
   0.89   0.12
   0.07   0.96
   0.02   1.06
   0.01   0.98
   0.07   0.93
   0.11   0.92
